time,T(^oC),RH(%),WD,WS(m/s),CO(ppm),NO(ppb),NO2(ppb),O3(ppb),SO2(ppb),CH4(ppm),THC(ppm),NMHC(ppm)
2021/2/5 12:42,24.3,56.7,296.3,2.87,0.489,1.05,12.61,77.9,3.6,1.95,2.03,0.08
2021/2/5 12:43,24.3,57.1,311.9,2.88,0.495,0.95,13.76,76.4,4.2,1.95,2.04,0.08
2021/2/5 12:44,24.3,57.4,296.1,2.33,0.509,0.91,14.14,75.5,4,1.95,2.03,0.07
2021/2/5 12:45,24.2,57.8,351.1,1.63,0.517,1.07,14.92,75.7,3.7,1.95,2.03,0.08
2021/2/5 12:46,24.3,58,306.6,2.47,0.518,1.21,14.29,74.9,4.3,1.95,2.03,0.08
2021/2/5 12:47,24.4,58.5,156.5,1.28,0.533,1.2,13.98,75.4,3.9,1.95,2.03,0.08
2021/2/5 12:48,24.5,58.4,279.5,2.05,0.525,2.09,13.9,74.8,4.1,1.95,2.03,0.08
2021/2/5 12:49,24.5,58.2,161.6,1.07,0.543,2.57,15.12,74.7,3.7,1.95,2.03,0.08
2021/2/5 12:50,24.3,58.2,280.7,1.42,0.502,4.4,14.26,76.6,4.7,1.96,2.02,0.06
2021/2/5 12:51,24.5,58.8,190.9,1.6,0.541,4.4,13.88,76.9,4.5,1.96,2.04,0.08
2021/2/5 12:52,24.5,58.8,246.5,1.7,0.486,4.22,13.8,77.6,4.2,1.96,2.03,0.07
2021/2/5 12:53,24.6,58.8,323.8,1.87,0.531,4.08,13.68,77.7,4.5,1.96,2.03,0.07
2021/2/5 12:54,24.8,58.9,280.3,2.41,0.547,3.79,13.98,74,4.7,1.96,2.04,0.08
2021/2/5 12:55,24.7,58.6,297.6,1.78,0.521,2.76,15.8,73.4,4.5,1.96,2.04,0.08
2021/2/5 12:56,24.5,58.1,8.2,1.22,0.531,1.12,18.38,71,4.1,1.96,2.04,0.08
2021/2/5 12:57,24.6,58.6,330.3,1.51,0.483,1.13,17.53,73.1,4.6,1.96,2.03,0.07
2021/2/5 12:58,24.7,58.7,331.5,1.68,0.51,2.55,15.98,73.1,3.9,1.95,2.03,0.07
2021/2/5 12:59,24.6,58.6,331.9,1.79,0.52,2.1,15.33,75.3,4.6,1.95,2.02,0.07
2021/2/5 13:00,24.6,58.7,43.9,1.08,0.498,2.44,13.23,77.1,3.9,1.95,2.02,0.07
2021/2/5 13:01,24.6,58.7,333.8,1.16,0.507,3.67,12.48,77.4,3.9,1.95,2.02,0.07
2021/2/5 13:02,24.5,58.7,264.7,1.48,0.505,2.71,13.34,77.3,3.4,1.95,2.02,0.07
2021/2/5 13:03,24.4,58.6,234.2,1.89,0.522,1.45,13.2,78.8,4.1,1.95,2.02,0.07
2021/2/5 13:04,24.3,58.7,294.7,2.54,0.527,0.72,11.64,79.7,4.3,1.95,2.02,0.07
2021/2/5 13:05,24.2,59.2,280.7,2.37,0.51,1.69,11.8,77.1,3.7,1.94,2.02,0.07
2021/2/5 13:06,24.3,59.7,286.9,1.66,0.466,1.44,11.86,77.8,3.8,1.95,2.01,0.06
2021/2/5 13:07,24.4,59.7,287.4,2.52,0.489,1.52,12.38,77,4,1.95,2.01,0.06
2021/2/5 13:08,24.2,59.4,250.9,1.85,0.498,1.64,14.37,77.1,3.5,1.95,2.01,0.06
2021/2/5 13:09,24.1,59.4,314.7,1.72,0.511,1.61,13.41,77.2,3.9,1.95,2.01,0.06
2021/2/5 13:10,24.2,60.1,118.3,1.27,0.494,2.13,13.95,78.6,4.4,1.94,2.01,0.06
2021/2/5 13:11,24.3,60.3,326.9,1.62,0.492,2.92,14.02,78.7,3.5,1.94,2.01,0.06
2021/2/5 13:12,24.4,60.2,4.9,1.85,0.48,2.94,14.19,78.1,3.5,1.94,2,0.06
2021/2/5 13:13,24.2,60.1,45,1.57,0.457,2.28,12.91,78,3.8,1.94,2,0.06
2021/2/5 13:14,24.3,60.3,265.9,1.1,0.469,1.9,11.8,77.7,3.7,1.94,2,0.06
2021/2/5 13:15,24.2,60.1,291.8,2.54,0.474,1.93,10.51,77.8,3,1.94,2,0.06
2021/2/5 13:16,24,59.9,293,1.59,0.456,1.31,12.07,76.3,3,1.94,2.01,0.07
2021/2/5 13:17,24.1,60.3,282.9,2.06,0.473,2.22,11.81,75.8,3.3,1.94,2.01,0.07
2021/2/5 13:18,24.2,60.1,288.2,2.48,0.483,3.82,11.71,75.7,3.4,1.94,2.01,0.07
2021/2/5 13:19,24.2,60.3,308.8,1.7,0.452,2.01,13.69,76.7,3,1.94,2.01,0.07
2021/2/5 13:20,24.2,60.4,302.6,1.52,0.445,1.54,15.5,73.3,3,1.94,2.02,0.08
2021/2/5 13:21,24.3,60.3,246.4,1.93,0.437,2.08,16.28,72,2.8,1.94,2.01,0.07
2021/2/5 13:22,24.3,60.4,275.7,2.5,0.412,3.16,15.09,71.6,2.7,1.94,2.01,0.07
2021/2/5 13:23,24.5,60.9,355.7,1.97,0.392,3.93,13.45,73.3,2.9,1.94,2.01,0.07
2021/2/5 13:24,24.3,60.3,296.1,2.63,0.401,3.13,12.96,72.2,2.2,1.94,2,0.06
2021/2/5 13:25,24.2,60.4,329.9,1.71,0.416,2.79,13.71,72.1,2,1.93,2.01,0.07
2021/2/5 13:26,24.3,60.9,302,2.04,0.395,1.24,13.59,71.4,2.7,1.93,2.01,0.07
2021/2/5 13:27,24.2,60.6,304.5,1.61,0.396,0.68,14.22,71.5,3.1,1.94,2,0.06
2021/2/5 13:28,24.1,60.5,338.5,1.8,0.384,1.23,14.45,71.1,2.2,1.93,2,0.06
2021/2/5 13:29,24.1,60.9,21.5,1.41,0.355,2.06,13.68,70.4,1.9,1.93,1.99,0.06
2021/2/5 13:30,24.1,61,306.9,1.95,0.392,2.17,13.66,70.7,3.3,1.93,1.99,0.06
2021/2/5 13:31,24.2,61.2,324.5,2.24,0.384,2.1,14.05,70.1,2.5,1.93,2,0.07
2021/2/5 13:32,24.3,61.3,290.2,1.58,0.357,1.91,13.38,70.4,2.6,1.93,1.99,0.06
2021/2/5 13:33,24.3,61,297,2.13,0.372,1.67,13.73,71,2.1,1.94,1.99,0.05
2021/2/5 13:34,24.2,60.9,328,2.05,0.357,1.98,14.25,71.9,1.7,1.94,2,0.06
2021/2/5 13:35,24,60.3,297.9,2,0.396,2.51,12.92,72.9,1.8,1.93,2,0.06
2021/2/5 13:36,24.1,60.8,310,1.31,0.38,2.56,12.99,71.9,1.9,1.93,2,0.07
2021/2/5 13:37,24.1,61,305,1.76,0.387,1.69,13.75,70.7,1.6,1.94,2,0.06
2021/2/5 13:38,24.2,61.3,302.3,1.91,0.401,1.47,14.15,71.3,2.6,1.93,2,0.07
2021/2/5 13:39,24.3,61.4,319,1.68,0.395,1.58,13.77,71.2,2.8,1.94,2.01,0.07
2021/2/5 13:40,24.4,61.3,289,2.25,0.389,2.65,13.28,71.4,2.5,1.94,2,0.06
2021/2/5 13:41,24.3,60.5,323.8,1.75,0.387,3.67,12.69,74.3,2.1,1.94,2,0.06
2021/2/5 13:42,24.4,60.7,310.9,1.5,0.381,2.92,13.34,74.8,2.6,1.93,1.99,0.06
2021/2/5 13:43,24.4,60.8,314.1,1.6,0.371,2.22,12.42,73.3,2.6,1.93,1.99,0.06
2021/2/5 13:44,24.4,60.5,294.3,1.99,0.378,1.98,13.23,70.8,2.8,1.94,2.01,0.07
2021/2/5 13:45,24.2,60.4,56.8,1.37,0.404,2.45,14.67,70.6,2.7,1.94,2.01,0.08
2021/2/5 13:46,24.3,60.9,156.1,1.69,0.398,2.42,14.06,72,2.6,1.94,2.01,0.07
2021/2/5 13:47,24.3,60.6,306.2,1.97,0.407,2.45,11.86,75.9,3.1,1.94,2,0.06
2021/2/5 13:48,24.3,60.5,254.6,1.54,0.393,2.75,13.88,74.9,2.7,1.94,2,0.07
2021/2/5 13:49,24.1,60.6,189,1.7,0.408,2.78,12.47,74.6,3,1.94,2.01,0.07
2021/2/5 13:50,24.1,60.8,16.6,1.34,0.425,1.9,13.26,75.6,2.7,1.94,2.01,0.07
2021/2/5 13:51,24.3,61,283.3,1.51,0.401,1.79,10.71,76.1,2.3,1.94,2,0.06
2021/2/5 13:52,24.1,60.5,304.1,1.88,0.384,1.01,11.61,76.5,3,1.93,2,0.07
2021/2/5 13:53,24.2,61,307.3,1.38,0.383,1.23,14.41,73.1,2.8,1.93,2,0.08
2021/2/5 13:54,24.3,61,332.3,1.76,0.398,2.7,15.21,72.9,2.3,1.93,2.01,0.08
2021/2/5 13:55,24.2,60.6,162.3,1.37,0.405,2.7,12.19,74.2,3,1.93,2.01,0.08
2021/2/5 13:56,24.3,60.7,324,1.5,0.43,0.68,12.77,76.6,2.4,1.94,2.02,0.08
2021/2/5 13:57,24.4,60.4,173.3,1.92,0.401,0.59,12.37,75.3,1.9,1.93,2.02,0.08
2021/2/5 13:58,24.1,60.2,314.5,1.79,0.396,-1.3,12.01,77.3,2.1,1.94,2.01,0.07
2021/2/5 13:59,24.2,60.8,268.8,1.65,0.421,-0.37,14.08,75.4,2.5,1.94,2.01,0.07
2021/2/5 14:00,24.2,60.1,321,1.95,0.408,0.56,13.52,76.2,2.7,1.93,2.02,0.08
2021/2/5 14:01,24.3,60.4,36.4,1.21,0.368,1.51,11.42,75,2.9,1.93,2.01,0.08
2021/2/5 14:02,24.5,60.2,108,1.05,0.398,1.34,11.41,76.5,3.3,1.93,2,0.07
2021/2/5 14:03,24.5,60,283.8,1.2,0.396,2.08,11.95,76.6,2.9,1.93,2,0.06
2021/2/5 14:04,24.5,59.7,336.6,1.39,0.401,1.85,11.92,75.6,2.8,1.93,2.01,0.07
2021/2/5 14:05,24.4,59.4,296.5,2.03,0.388,2.5,12.64,75.3,2.9,1.93,2.01,0.07
2021/2/5 14:06,24.3,59.7,150.3,1.59,0.373,4.17,11.28,75.3,2.7,1.93,2.01,0.08
2021/2/5 14:07,24.6,60.3,182.5,1.58,0.399,2.81,13.01,76.4,3,1.94,2,0.06
2021/2/5 14:08,24.6,59.9,263.4,1.63,0.394,2.25,12.64,76.7,2.1,1.94,2,0.06
2021/2/5 14:09,24.5,59.6,297,2.95,0.408,2.86,12.67,75.3,2.8,1.94,2.01,0.07
2021/2/5 14:10,24.4,59.5,303.7,2.54,0.411,3.32,14.48,72.5,2.8,1.94,2.01,0.07
2021/2/5 14:11,24.5,59.7,275.5,3.3,0.378,2.43,13.51,74.5,2.5,1.93,1.99,0.06
2021/2/5 14:12,24.4,59.5,273.2,3.92,0.392,1.75,14.26,74.3,1.5,1.93,1.99,0.06
2021/2/5 14:13,24.3,59.4,279.9,3.88,0.393,2.12,14.33,75.3,2.8,1.93,1.98,0.05
2021/2/5 14:14,24.2,59.8,290.3,1.7,0.383,2.79,13.47,76.8,2,1.93,1.98,0.05
2021/2/5 14:15,24.2,59.9,295.1,3.09,0.424,2.49,15.04,75.8,2.5,1.93,1.99,0.05
2021/2/5 14:16,24.2,59.8,280.1,2.76,0.396,1.71,15.78,76.1,2.7,1.93,1.99,0.06
2021/2/5 14:17,24.1,59.9,280.3,2.47,0.368,1.28,15.53,75.4,2.5,1.93,1.99,0.06
2021/2/5 14:18,24.2,60.1,271.9,3.03,0.392,1.75,13.75,75.4,1.9,1.93,2,0.07
2021/2/5 14:19,24.1,59.9,257.2,1.96,0.38,1.35,14.26,73.7,2.8,1.93,1.99,0.06
2021/2/5 14:20,24,60.1,272.1,3.32,0.376,0.57,14.41,75.8,2.7,1.93,1.99,0.06
2021/2/5 14:21,24,60.5,327.3,2.5,0.385,1.32,12.98,74.8,2.3,1.93,1.99,0.06
2021/2/5 14:22,24.2,60.9,306.4,2.29,0.418,1.3,12.76,75.4,2.4,1.94,1.99,0.05
2021/2/5 14:23,24.3,60.9,279.9,2.31,0.409,0.94,13.01,74.2,2.3,1.93,1.99,0.05
2021/2/5 14:24,24.3,61,299.9,2.4,0.392,0.92,13.08,72.2,2.7,1.93,2,0.06
2021/2/5 14:25,24.3,60.9,294.7,4.45,0.437,1.68,13.89,70.6,2.8,1.94,2.01,0.07
2021/2/5 14:26,24.2,60.6,297,3.35,0.4,1.68,14.35,73.9,2.1,1.93,2.01,0.07
2021/2/5 14:27,24.2,60.6,295.3,3.18,0.459,1.98,13.75,74.9,1.8,1.93,2.02,0.09
2021/2/5 14:28,24.3,61,292.6,2.92,0.446,3.43,14.55,73.4,1.8,1.93,2.1,0.17
2021/2/5 14:29,24.2,60.9,283.6,3.65,0.417,5.09,12.41,75.3,2.5,1.93,2.15,0.22
2021/2/5 14:30,24.1,60.7,292.4,2.96,0.413,3.76,13.21,74,2.6,1.93,2.09,0.16
2021/2/5 14:31,24.1,61,295.3,3.63,0.424,2.61,15.52,72.8,2,1.93,2.16,0.23
2021/2/5 14:32,24.1,61,281.4,1.89,0.412,1.41,16.14,72.3,1.7,1.93,2.14,0.21
2021/2/5 14:33,24,60.6,285,2.5,0.382,1.3,15.3,73.2,2.3,1.93,2.09,0.16
2021/2/5 14:34,23.9,60.4,287.4,1.97,0.386,1.66,12.45,73.9,2.3,1.93,2.02,0.09
2021/2/5 14:35,24.1,60.9,296.3,2.1,0.363,2.2,11.63,74.1,2.3,1.93,2,0.07
2021/2/5 14:36,24,61,273.3,2.77,0.357,1.73,12.15,73.5,1.8,1.93,2,0.07
2021/2/5 14:37,24.1,61.3,278.5,2.14,0.376,3.5,14.28,70.8,1.6,1.93,2,0.07
2021/2/5 14:38,24.1,61.5,269.3,1.91,0.383,3.03,15.45,70.6,2.2,1.93,2.03,0.09
2021/2/5 14:39,24.3,61.7,294.7,2.18,0.385,2.45,16.82,69.4,3,1.93,2.06,0.13
2021/2/5 14:40,24.3,61.1,280,2.11,0.409,2.74,18.35,65.9,2.6,1.93,2.07,0.14
2021/2/5 14:41,24.2,61.4,326.5,2.7,0.395,2.15,17.81,68,2,1.93,2.03,0.09
2021/2/5 14:42,24.3,61.2,256.8,1.58,0.388,2.19,15.22,69.9,2.1,1.93,2.04,0.1
2021/2/5 14:43,24.3,60.8,146,1.41,0.363,1.55,13.73,70.5,1.7,1.93,2.02,0.08
2021/2/5 14:44,24.2,60.5,300,1.84,0.368,0.74,12.98,72.9,2.4,1.93,2,0.07
2021/2/5 14:45,24.2,60.5,268.4,1.87,0.409,0.29,13.86,70.6,2.1,1.94,2.02,0.09
2021/2/5 14:46,24.2,60.8,297,1.98,0.379,3.01,14.53,69.1,2.4,1.93,2.03,0.1
2021/2/5 14:47,24.3,60.9,289.8,2.06,0.382,4.18,16.28,67.2,2.6,1.93,2.05,0.11
2021/2/5 14:48,24.3,60.9,328.3,1.39,0.398,4.07,16.93,66.5,2.1,1.93,2.04,0.11
2021/2/5 14:49,24.3,61,22,1.26,0.393,4.32,15.76,66.9,1.8,1.93,2.03,0.1
2021/2/5 14:50,24.3,60.6,284.5,2.14,0.365,3.71,14.26,68.6,2.1,1.93,2.02,0.09
2021/2/5 14:51,24.2,60.4,275.3,1.22,0.361,2.36,13.31,68.8,1.9,1.93,2.01,0.08
2021/2/5 14:52,24.1,60.6,288.8,1.5,0.355,1.68,12.72,69.8,2.1,1.93,2,0.07
2021/2/5 14:53,24.3,60.9,301.8,1.48,0.351,2.06,12.42,68.6,1.9,1.93,2.01,0.08
2021/2/5 14:54,24.1,60.2,304.2,1.66,0.356,2.71,11.56,68.8,2.5,1.93,2,0.07
2021/2/5 14:55,24.1,60.3,325.4,2.89,0.351,3.21,13.9,68.9,1.9,1.93,2.01,0.08
2021/2/5 14:56,24,60.3,290.9,1.21,0.356,2.61,12.43,67.8,1.6,1.93,2,0.07
2021/2/5 14:57,24.1,60.7,286.9,2.39,0.376,2.3,12.33,67.4,2.4,1.93,2,0.08
2021/2/5 14:58,24,60.3,290.1,1.71,0.377,2.05,14.28,67.3,1.5,1.93,2.01,0.08
2021/2/5 14:59,23.9,60.7,297.6,1.56,0.351,0.41,16.03,68.3,2.1,1.93,2,0.07
2021/2/5 15:00,24,61.1,336.1,1.15,0.372,-0.47,16.43,66,1.8,1.93,2,0.07
2021/2/5 15:01,24,61,287.2,3.56,0.376,0.95,18.94,64.6,2.4,1.93,2.01,0.08
2021/2/5 15:02,23.8,60.8,286.2,3.43,0.367,4.47,16.77,63.6,1.8,1.93,2.01,0.08
2021/2/5 15:03,23.7,61,279.1,3.93,0.347,2.68,9.89,69.5,1.9,1.93,1.98,0.05
2021/2/5 15:04,23.7,61.6,270.2,2.12,0.334,2.18,11.44,70.8,2.1,1.93,1.97,0.05
2021/2/5 15:05,23.9,62.2,286.3,1.84,0.354,2.45,15.57,67.1,1.4,1.93,1.99,0.07
2021/2/5 15:06,23.9,62.3,295.7,2.77,0.352,4.61,13.88,66.6,1.7,1.93,2,0.07
2021/2/5 15:07,23.9,62.4,289.6,2.35,0.395,5.04,16.59,64.1,2.2,1.93,2.01,0.08
2021/2/5 15:08,23.9,62.6,310.2,3.34,0.401,5.05,16.34,64.4,2.6,1.93,2.02,0.09
2021/2/5 15:09,23.9,62.6,289.6,3.54,0.385,2.95,13.44,68,1.6,1.93,2.05,0.12
2021/2/5 15:10,23.8,62.6,299.4,4.02,0.348,2.81,12.81,70.9,1.4,1.92,2.02,0.1
2021/2/5 15:11,23.7,62.9,294,2.4,0.362,2.24,12.71,69.8,1.8,1.92,2.01,0.09
2021/2/5 15:12,23.7,63.1,276.3,2.64,0.343,2.49,12.66,68.4,1.6,1.92,2.01,0.08
2021/2/5 15:13,23.7,63.4,312.4,2.5,0.381,1.87,14.05,68,2.1,1.92,2.01,0.08
2021/2/5 15:14,23.8,63.5,287,3.03,0.368,1.64,14.81,68.3,1.8,1.93,2,0.08
2021/2/5 15:15,23.7,63.4,283.5,2.87,0.359,1.63,13.91,67.1,1.7,1.93,2,0.07
2021/2/5 15:16,23.7,63.6,274.4,3.37,0.351,2.42,14.05,66.1,2.1,1.93,2.01,0.08
2021/2/5 15:17,23.6,63.7,288.5,3.74,0.338,2.1,14.12,66.4,2.1,1.92,2.01,0.09
2021/2/5 15:18,23.6,63.8,283.1,3.68,0.32,1.82,14.03,67.6,1.9,1.92,2.03,0.1
2021/2/5 15:19,23.5,63.9,287.6,2.72,0.326,1.32,14.2,68.8,1.2,1.92,2.01,0.09
2021/2/5 15:20,23.5,64.4,303.2,2.8,0.351,2.14,12.61,69.2,1.6,1.92,2.02,0.1
2021/2/5 15:21,23.4,64.7,278,3.55,0.348,2.71,11.9,68.9,1.4,1.92,2.03,0.12
2021/2/5 15:22,23.4,64.8,295.3,2.68,0.327,1.81,11.16,70.8,1.9,1.92,2.03,0.11
2021/2/5 15:23,23.4,65.1,293.1,2.69,0.367,0.72,12.89,69.9,1,1.92,2.04,0.13
2021/2/5 15:24,23.3,65,317.5,2.11,0.365,1.99,13.58,67.8,1.5,1.92,2.07,0.14
2021/2/5 15:25,23.4,65.3,290.2,2.01,0.339,1.93,12.89,69.2,2.1,1.92,2.04,0.12
2021/2/5 15:26,23.4,65.1,259.9,1.92,0.323,1.7,12.45,69.1,2.5,1.92,2.03,0.11
2021/2/5 15:27,23.3,65.1,298.1,2.05,0.338,2.36,11.41,69.7,1.9,1.92,2.03,0.11
2021/2/5 15:28,23.3,65.2,298,2.96,0.359,1.97,12.27,69,1.4,1.92,2.07,0.14
2021/2/5 15:29,23.2,65.2,295.4,4.36,0.341,-0.1,13.55,69.4,1.8,1.92,2.06,0.14
2021/2/5 15:30,23.2,65.3,286.9,3.35,0.329,0.27,12.3,70.9,2.1,1.92,2.01,0.1
2021/2/5 15:31,23.2,65.8,295.7,3.02,0.315,1.5,10.93,70.7,2.1,1.92,2.01,0.09
2021/2/5 15:32,23.2,65.8,274.3,2.31,0.344,2.21,12.29,69.1,1.3,1.92,2.04,0.12
2021/2/5 15:33,23.3,65.8,287.8,3.54,0.338,1.69,14.75,66.7,1.9,1.92,2.03,0.12
2021/2/5 15:34,23.2,65.7,297.5,2.22,0.333,1.15,14.4,68.8,1.8,1.92,1.99,0.08
2021/2/5 15:35,23.1,65.9,279.8,2.72,0.336,2.35,14.87,69,1.9,1.92,1.98,0.07
2021/2/5 15:36,23.2,66.2,294.6,1.44,0.356,3.18,15.46,67.7,1.4,1.92,2,0.09
2021/2/5 15:37,23.1,65.9,260.6,1.49,0.321,3.43,14.62,67.2,1.5,1.92,2.01,0.09
2021/2/5 15:38,23.1,66.2,274.8,1.3,0.322,2.14,15.24,67.4,2,1.92,2.01,0.1
2021/2/5 15:39,23.1,66.2,294.7,2.86,0.367,2.56,15.7,63.5,2,1.92,2.02,0.1
2021/2/5 15:40,23,66.1,283.6,3.69,0.345,3.1,14.1,66.6,1.3,1.92,2.01,0.09
2021/2/5 15:41,23,66.1,278.1,3.08,0.36,2.54,12.68,70.8,1.4,1.92,2.02,0.1
2021/2/5 15:42,22.8,66.1,292.2,3.16,0.34,3.28,9.91,71.8,1.9,1.91,1.99,0.07
2021/2/5 15:43,22.7,66.2,276.6,3.25,0.349,3.62,8.97,72.8,1.8,1.92,1.97,0.05
2021/2/5 15:44,22.7,66.5,278.8,2.77,0.318,3.37,8.9,73,1.5,1.92,1.96,0.04
2021/2/5 15:45,22.7,66.7,305.1,1.99,0.331,3.33,10.38,70.8,2.1,1.92,1.97,0.05
2021/2/5 15:46,22.7,66.8,275,4.55,0.375,3.06,11.71,68.5,1.8,1.92,1.98,0.07
2021/2/5 15:47,22.6,66.7,284.1,3.67,0.338,2.2,11.01,71.5,2.3,1.92,1.97,0.05
2021/2/5 15:48,22.6,67,291.5,3.71,0.335,0.74,10.18,72.6,2.3,1.92,1.96,0.04
2021/2/5 15:49,22.6,67.2,290.7,3.52,0.353,0.92,10.07,72.3,1.1,1.92,1.97,0.05
2021/2/5 15:50,22.5,67.4,276.3,2.94,0.332,1.53,9.44,72.2,1.6,1.92,1.97,0.05
2021/2/5 15:51,22.6,67.8,313.1,2.29,0.335,1.39,12.04,71.8,1.8,1.92,1.97,0.05
2021/2/5 15:52,22.7,67.8,287.8,2.75,0.363,1.23,11.33,68.8,1.3,1.92,1.98,0.06
2021/2/5 15:53,22.6,67.8,284.4,3.34,0.332,0.79,11.65,68.6,1.5,1.92,1.97,0.05
2021/2/5 15:54,22.6,67.8,291.3,3.12,0.353,1.43,13.77,68.8,1.5,1.92,1.96,0.04
2021/2/5 15:55,22.6,68,297.2,2.58,0.378,1.94,14.35,67.3,1.5,1.92,1.97,0.05
2021/2/5 15:56,22.6,68.1,285.9,2.04,0.327,1.51,14.46,66.6,1.4,1.92,1.97,0.05
2021/2/5 15:57,22.7,68.2,300.7,1.21,0.357,1.66,17.14,63.8,1.8,1.92,1.97,0.05
2021/2/5 15:58,22.7,68,295.5,1.87,0.336,3.12,16.09,63.2,1.8,1.92,1.97,0.05
2021/2/5 15:59,22.7,68.1,304.6,1.23,0.366,3.28,15.3,65.1,0.7,1.92,1.97,0.05
2021/2/5 16:00,22.7,67.8,281.5,2.02,0.34,3.41,14.65,67.9,1.4,1.92,1.97,0.05
2021/2/5 16:01,22.5,67.4,266.4,1.85,0.351,2.81,12.9,69.5,1,1.91,1.96,0.05
2021/2/5 16:02,22.5,67.6,55.4,0.98,0.315,3.24,11.7,70.2,1.4,1.91,1.96,0.05
2021/2/5 16:03,22.5,67.6,286.3,2.24,0.315,2.48,11.34,68.6,1.8,1.91,1.97,0.06
2021/2/5 16:04,22.4,67.9,296,2.95,0.33,2.3,11.17,70.1,1.9,1.91,1.97,0.06
2021/2/5 16:05,22.4,68.1,288.7,2.9,0.384,1.92,12.27,69.4,2.2,1.91,1.97,0.06
2021/2/5 16:06,22.4,68.3,292.9,1.92,0.401,1.81,14.58,68.6,0.7,1.92,2.01,0.09
2021/2/5 16:07,22.5,68.5,299.7,2.23,0.437,1.35,16.32,67.2,1.8,1.92,2.04,0.12
2021/2/5 16:08,22.5,68.4,293.5,2.01,0.425,1.33,16.62,66.5,1.2,1.92,2.04,0.12
2021/2/5 16:09,22.5,68.6,259.2,1.81,0.422,0.5,15.37,66.5,1.3,1.92,2.01,0.09
2021/2/5 16:10,22.5,68.8,286.8,2.35,0.346,1.66,14.44,67.7,1.7,1.92,2,0.08
2021/2/5 16:11,22.5,68.8,298.5,2.73,0.384,2.77,13.39,67.9,1.8,1.92,1.99,0.07
2021/2/5 16:12,22.4,68.8,272.4,3.68,0.364,3.4,12.33,67.3,1.5,1.92,1.99,0.07
2021/2/5 16:13,22.4,68.8,295.2,2.78,0.339,2.85,13.56,68.2,1,1.91,1.97,0.06
2021/2/5 16:14,22.4,69.1,287,2.92,0.387,2.14,14.38,67.5,1.6,1.92,1.98,0.06
2021/2/5 16:15,22.4,69.1,300.7,2.34,0.4,2.01,15.37,66.1,1.5,1.92,1.98,0.07
2021/2/5 16:16,22.4,69.2,276.4,1.87,0.429,2.26,15.59,66.7,1.8,1.92,1.98,0.06
2021/2/5 16:17,22.5,69.3,300.7,2.23,0.428,2.34,15.67,65,2,1.92,2,0.08
2021/2/5 16:18,22.4,69,273.7,1.88,0.371,1.54,15.37,66.3,1.7,1.93,2,0.07
2021/2/5 16:19,22.3,69.2,292.3,2.42,0.358,0.91,14.22,68.8,1.1,1.92,1.99,0.07
2021/2/5 16:20,22.3,69.3,292.5,2.79,0.336,-0.22,14.21,70.1,0.9,1.92,1.97,0.05
2021/2/5 16:21,22.2,69.3,279.3,3.03,0.361,-0.4,13.13,71.4,1.8,1.92,1.96,0.04
2021/2/5 16:22,22.2,69.4,263.8,2.41,0.365,-0.36,13.34,67.9,2,1.92,1.97,0.05
2021/2/5 16:23,22.3,69.8,273.1,1.97,0.377,0.22,13.12,67.4,1.5,1.92,1.97,0.06
2021/2/5 16:24,22.4,69.9,247.1,1.06,0.346,0.72,14.09,66.7,1.6,1.92,1.98,0.06
2021/2/5 16:25,22.3,69.8,280.3,1.26,0.341,1.02,14.07,68.2,1.1,1.92,1.98,0.06
2021/2/5 16:26,22.3,69.8,259.7,1.42,0.333,1.91,14.1,68.6,1.1,1.92,1.98,0.06
2021/2/5 16:27,22.3,69.8,169.3,1.09,0.323,2.53,11.96,70.3,1.6,1.92,1.97,0.05
2021/2/5 16:28,22.3,69.8,322.5,0.93,0.348,3.32,13.08,69.6,2,1.92,1.98,0.07
2021/2/5 16:29,22.3,69.7,313.6,1.48,0.364,3.54,14.36,66.4,1.4,1.92,2,0.07
2021/2/5 16:30,22.2,69.6,304.4,2.05,0.371,2.73,14.39,67.6,1.6,1.92,1.99,0.07
2021/2/5 16:31,22.2,69.8,333.6,1.64,0.372,2.35,13.29,69.4,1.6,1.92,1.99,0.07
2021/2/5 16:32,22.2,69.9,313.1,2.49,0.34,1.73,12.59,69.4,1.8,1.92,1.98,0.06
2021/2/5 16:33,22.1,69.8,285.9,1.8,0.343,3.14,11.96,69.8,1.7,1.92,1.97,0.05
2021/2/5 16:34,22.1,70,295,1.45,0.341,3.65,11.9,70.8,1,1.92,1.97,0.05
2021/2/5 16:35,22,70.1,335.5,1.7,0.361,3.85,11.69,70.5,1.4,1.92,1.97,0.05
2021/2/5 16:36,22,70.3,317.3,1.73,0.343,3.92,10.79,70.9,1.9,1.92,1.97,0.05
2021/2/5 16:37,22,70.4,273.1,2.13,0.355,4.05,11.14,70,2.1,1.92,1.97,0.05
2021/2/5 16:38,22,70.5,273.9,1.95,0.346,4.37,11.63,69.6,1,1.92,1.97,0.05
2021/2/5 16:39,22,70.7,317.5,1.79,0.33,3.16,12.61,68.3,1.2,1.92,1.97,0.05
2021/2/5 16:40,22,70.8,289.4,1.92,0.36,3.3,14.33,67,2.2,1.92,1.98,0.06
2021/2/5 16:41,22,70.8,279.1,1.71,0.414,1.41,16.03,64.6,1.8,1.92,2,0.08
2021/2/5 16:42,22,70.8,286.3,2.44,0.42,0.72,19.08,63.1,2.1,1.93,2.03,0.1
